path,genre_primary,current_albumartist,current_album,current_title,current_artist,current_track,current_disc,flat_albumartist,flat_album,flat_title,flat_artist,flat_genre,flat_track,flat_disc,flat_date,flat_grouping,changed
Ravi Shankar - 2012 - The Ravi Shankar Collection/06/09 - Gat Kirwani.flac,Classical,Ravi Shankar,The Ravi Shankar Collection (CD6),Gat Kirwani,Ravi Shankar,9,1,Ravi Shankar,The Ravi Shankar Collection (CD6) (2012),Gat Kirwani,Ravi Shankar,Classical,9,1,2012,Gat Kirwani,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/06/10 - Raga Multani.flac,Classical,Ravi Shankar,The Ravi Shankar Collection (CD6),Raga Multani,Ravi Shankar,10,1,Ravi Shankar,The Ravi Shankar Collection (CD6) (2012),Raga Multani,Ravi Shankar,Classical,10,1,2012,Raga Multani,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/07/01 - Raga Bhimpalasi.flac,Classical,Ravi Shankar,The Ravi Shankar Collection (CD7),Raga Bhimpalasi,Ravi Shankar,1,1,Ravi Shankar,The Ravi Shankar Collection (CD7) (2012),Raga Bhimpalasi,Ravi Shankar,Classical,1,1,2012,Raga Bhimpalasi,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/07/02 - Tabla Solo In Ektal.flac,Classical,Ravi Shankar,The Ravi Shankar Collection (CD7),Tabla Solo In Ektal,Ravi Shankar,2,1,Ravi Shankar,The Ravi Shankar Collection (CD7) (2012),Tabla Solo In Ektal,Ravi Shankar,Classical,2,1,2012,Tabla Solo In Ektal,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/07/03 - Dhun (Dadra and Fast Teental).flac,Classical,Ravi Shankar,The Ravi Shankar Collection (CD7),Dhun (Dadra and Fast Teental),Ravi Shankar,3,1,Ravi Shankar,The Ravi Shankar Collection (CD7) (2012),Dhun (Dadra and Fast Teental),Ravi Shankar,Classical,3,1,2012,Dhun,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/07/04 - Raga Rageshri - Part 1 - Alap.flac,Classical,Ravi Shankar,The Ravi Shankar Collection (CD7),Raga Rageshri - Part 1 - Alap,Ravi Shankar,4,1,Ravi Shankar,The Ravi Shankar Collection (CD7) (2012),Raga Rageshri - Part 1 - Alap,Ravi Shankar,Classical,4,1,2012,Raga Rageshri - Part 1 - Alap,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/07/05 - Raga Rageshri - Part 2 - Jor.flac,Classical,Ravi Shankar,The Ravi Shankar Collection (CD7),Raga Rageshri - Part 2 - Jor,Ravi Shankar,5,1,Ravi Shankar,The Ravi Shankar Collection (CD7) (2012),Raga Rageshri - Part 2 - Jor,Ravi Shankar,Classical,5,1,2012,Raga Rageshri - Part 2 - Jor,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/07/06 - Raga Rageshri - Part 3 - Gat.flac,Classical,Ravi Shankar,The Ravi Shankar Collection (CD7),Raga Rageshri - Part 3 - Gat,Ravi Shankar,6,1,Ravi Shankar,The Ravi Shankar Collection (CD7) (2012),Raga Rageshri - Part 3 - Gat,Ravi Shankar,Classical,6,1,2012,Raga Rageshri - Part 3 - Gat,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/08/01 - Karnataki.flac,,Ravi Shankar,The Ravi Sankar Collection - CD 8,Karnataki,Ravi Shankar,1,,Ravi Shankar,The Ravi Sankar Collection - CD 8 (2012),Karnataki,Ravi Shankar,Unknown,1,,2012,Karnataki,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/08/02 - Kafi-Holi (Spring Festival of Colours).flac,,Ravi Shankar,The Ravi Sankar Collection - CD 8,Kafi-Holi (Spring Festival of Colours),Ravi Shankar,2,,Ravi Shankar,The Ravi Sankar Collection - CD 8 (2012),Kafi-Holi (Spring Festival of Colours),Ravi Shankar,Unknown,2,,2012,Kafi-Holi (Spring Festival of Colours),yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/08/03 - Dhun (Fok Airs).flac,,Ravi Shankar,The Ravi Sankar Collection - CD 8,Dhun (Fok Airs),Ravi Shankar,3,,Ravi Shankar,The Ravi Sankar Collection - CD 8 (2012),Dhun (Fok Airs),Ravi Shankar,Unknown,3,,2012,Dhun,yes
"Ravi Shankar - 2012 - The Ravi Shankar Collection/08/04 - Mishra Piloo, in Thumbri style.flac",,Ravi Shankar,The Ravi Sankar Collection - CD 8,"Mishra Piloo, in Thumbri style",Ravi Shankar,4,,Ravi Shankar,The Ravi Sankar Collection - CD 8 (2012),"Mishra Piloo, in Thumbri style",Ravi Shankar,Unknown,4,,2012,"Mishra Piloo, in Thumbri style",yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/08/05 - Raga Puriya Dhanashri.flac,,Ravi Shankar,The Ravi Sankar Collection - CD 8,Raga Puriya Dhanashri,Ravi Shankar,5,,Ravi Shankar,The Ravi Sankar Collection - CD 8 (2012),Raga Puriya Dhanashri,Ravi Shankar,Unknown,5,,2012,Raga Puriya Dhanashri,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/08/06 - Raga Charu Keshi.flac,,Ravi Shankar,The Ravi Sankar Collection - CD 8,Raga Charu Keshi,Ravi Shankar,6,,Ravi Shankar,The Ravi Sankar Collection - CD 8 (2012),Raga Charu Keshi,Ravi Shankar,Unknown,6,,2012,Raga Charu Keshi,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/09/01 - Raga Bairaga.flac,Classical,Ravi Shankar,The Ravi Shankar Collection (CD9),Raga Bairaga,Ravi Shankar,1,9,Ravi Shankar,The Ravi Shankar Collection (CD9) (2012),Raga Bairaga,Ravi Shankar,Classical,1,9,2012,Raga Bairaga,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/09/02 - Nata Bhairavi.flac,Classical,Ravi Shankar,The Ravi Shankar Collection (CD9),Nata Bhairavi,Ravi Shankar,2,9,Ravi Shankar,The Ravi Shankar Collection (CD9) (2012),Nata Bhairavi,Ravi Shankar,Classical,2,9,2012,Nata Bhairavi,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/09/03 - Raga Marwa.flac,Classical,Ravi Shankar,The Ravi Shankar Collection (CD9),Raga Marwa,Ravi Shankar,3,9,Ravi Shankar,The Ravi Shankar Collection (CD9) (2012),Raga Marwa,Ravi Shankar,Classical,3,9,2012,Raga Marwa,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/09/04 - Raga Lalit.flac,Classical,Ravi Shankar,The Ravi Shankar Collection (CD9),Raga Lalit,Ravi Shankar,4,9,Ravi Shankar,The Ravi Shankar Collection (CD9) (2012),Raga Lalit,Ravi Shankar,Classical,4,9,2012,Raga Lalit,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/10/01 - Raga Nata Bhairav.flac,World,Ravi Shankar,The Ravi Shankar Collection - CD10,Raga Nata Bhairav,Ravi Shankar,1,1,Ravi Shankar,The Ravi Shankar Collection - CD10 (1967),Raga Nata Bhairav,Ravi Shankar,World,1,1,1967,Raga Nata Bhairav,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/10/02 - Raga Mishra Piloo.flac,World,Ravi Shankar,The Ravi Shankar Collection - CD10,Raga Mishra Piloo,Ravi Shankar,2,1,Ravi Shankar,The Ravi Shankar Collection - CD10 (1967),Raga Mishra Piloo,Ravi Shankar,World,2,1,1967,Raga Mishra Piloo,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/10/03 - Raga Bhupal Todi - Tala Ardha Jaital.flac,World,Ravi Shankar,The Ravi Shankar Collection - CD10,Raga Bhupal Todi - Tala Ardha Jaital,Ravi Shankar,3,1,Ravi Shankar,The Ravi Shankar Collection - CD10 (1967),Raga Bhupal Todi - Tala Ardha Jaital,Ravi Shankar,World,3,1,1967,Raga Bhupal Todi - Tala Ardha Jaital,yes
"Schoenberg - Die Jakobsleiter (1993) [FLAC]/01 - Die Jakobsleiter - 'Ob rechts, ob links' (Gabriel, Chor).flac",Classical,,"Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1","Die Jakobsleiter - 'Ob rechts, ob links' (Gabriel, Chor)","Boulez, BBC Singers & Orchestra, soloists",1,,"Boulez, BBC Singers","Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1 (1993)","Die Jakobsleiter - 'Ob rechts, ob links' (Gabriel, Chor)","Boulez, BBC Singers & Orchestra, soloists",Classical,1,,1993,"Die Jakobsleiter - 'Ob rechts, ob links' (Gabriel, Chor)",yes
"Schoenberg - Die Jakobsleiter (1993) [FLAC]/02 - Die Jakobsleiter - 'Ohne zu fragen' (Chor, Gabriel).flac",Classical,,"Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1","Die Jakobsleiter - 'Ohne zu fragen' (Chor, Gabriel)","Boulez, BBC Singers & Orchestra, soloists",2,,"Boulez, BBC Singers","Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1 (1993)","Die Jakobsleiter - 'Ohne zu fragen' (Chor, Gabriel)","Boulez, BBC Singers & Orchestra, soloists",Classical,2,,1993,"Die Jakobsleiter - 'Ohne zu fragen' (Chor, Gabriel)",yes
"Schoenberg - Die Jakobsleiter (1993) [FLAC]/03 - Die Jakobsleiter - 'Gleichviel! Weiter!' (Gabriel, ein Berufener).flac",Classical,,"Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1","Die Jakobsleiter - 'Gleichviel! Weiter!' (Gabriel, ein Berufener)","Boulez, BBC Singers & Orchestra, soloists",3,,"Boulez, BBC Singers","Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1 (1993)","Die Jakobsleiter - 'Gleichviel! Weiter!' (Gabriel, ein Berufener)","Boulez, BBC Singers & Orchestra, soloists",Classical,3,,1993,"Die Jakobsleiter - 'Gleichviel! Weiter!' (Gabriel, ein Berufener)",yes
"Schoenberg - Die Jakobsleiter (1993) [FLAC]/04 - Die Jakobsleiter - 'Du bist immerhin' (Gabriel, ein Aufruehrerischer).flac",Classical,,"Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1","Die Jakobsleiter - 'Du bist immerhin' (Gabriel, ein Aufruehrerischer)","Boulez, BBC Singers & Orchestra, soloists",4,,"Boulez, BBC Singers","Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1 (1993)","Die Jakobsleiter - 'Du bist immerhin' (Gabriel, ein Aufruehrerischer)","Boulez, BBC Singers & Orchestra, soloists",Classical,4,,1993,"Die Jakobsleiter - 'Du bist immerhin' (Gabriel, ein Aufruehrerischer)",yes
"Schoenberg - Die Jakobsleiter (1993) [FLAC]/05 - Die Jakobsleiter - 'Dies Entweder und dies Oder' (Gabriel, ein Ringender).flac",Classical,,"Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1","Die Jakobsleiter - 'Dies Entweder und dies Oder' (Gabriel, ein Ringender)","Boulez, BBC Singers & Orchestra, soloists",5,,"Boulez, BBC Singers","Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1 (1993)","Die Jakobsleiter - 'Dies Entweder und dies Oder' (Gabriel, ein Ringender)","Boulez, BBC Singers & Orchestra, soloists",Classical,5,,1993,"Die Jakobsleiter - 'Dies Entweder und dies Oder' (Gabriel, ein Ringender)",yes
Schoenberg - Die Jakobsleiter (1993) [FLAC]/06 - Die Jakobsleiter - 'Gegen seinen und euren Willen' (Gabriel).flac,Classical,,"Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1",Die Jakobsleiter - 'Gegen seinen und euren Willen' (Gabriel),"Boulez, BBC Singers & Orchestra, soloists",6,,"Boulez, BBC Singers","Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1 (1993)",Die Jakobsleiter - 'Gegen seinen und euren Willen' (Gabriel),"Boulez, BBC Singers & Orchestra, soloists",Classical,6,,1993,Die Jakobsleiter - 'Gegen seinen und euren Willen' (Gabriel),yes
"Schoenberg - Die Jakobsleiter (1993) [FLAC]/07 - Die Jakobsleiter - 'Ich sollte nicht naeher' (Der Auserwaehlte, Gabriel).flac",Classical,,"Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1","Die Jakobsleiter - 'Ich sollte nicht naeher' (Der Auserwaehlte, Gabriel)","Boulez, BBC Singers & Orchestra, soloists",7,,"Boulez, BBC Singers","Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1 (1993)","Die Jakobsleiter - 'Ich sollte nicht naeher' (Der Auserwaehlte, Gabriel)","Boulez, BBC Singers & Orchestra, soloists",Classical,7,,1993,Die Jakobsleiter,yes
"Schoenberg - Die Jakobsleiter (1993) [FLAC]/08 - Die Jakobsleiter - 'Herr, verzeih meine Ueberhebung' (Der Moench, Gabriel).flac",Classical,,"Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1","Die Jakobsleiter - 'Herr, verzeih meine Ueberhebung' (Der Moench, Gabriel)","Boulez, BBC Singers & Orchestra, soloists",8,,"Boulez, BBC Singers","Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1 (1993)","Die Jakobsleiter - 'Herr, verzeih meine Ueberhebung' (Der Moench, Gabriel)","Boulez, BBC Singers & Orchestra, soloists",Classical,8,,1993,"Die Jakobsleiter - 'Herr, verzeih meine Ueberhebung' (Der Moench, Gabriel)",yes
"Schoenberg - Die Jakobsleiter (1993) [FLAC]/09 - Die Jakobsleiter - 'Herr, mein ganzes Leben lang' (Der Sterbende).flac",Classical,,"Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1","Die Jakobsleiter - 'Herr, mein ganzes Leben lang' (Der Sterbende)","Boulez, BBC Singers & Orchestra, soloists",9,,"Boulez, BBC Singers","Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1 (1993)","Die Jakobsleiter - 'Herr, mein ganzes Leben lang' (Der Sterbende)","Boulez, BBC Singers & Orchestra, soloists",Classical,9,,1993,"Die Jakobsleiter - 'Herr, mein ganzes Leben lang' (Der Sterbende)",yes
"Schoenberg - Die Jakobsleiter (1993) [FLAC]/10 - Die Jakobsleiter - 'Nahst du wieder dem Licht' (Gabriel, Chor).flac",Classical,,"Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1","Die Jakobsleiter - 'Nahst du wieder dem Licht' (Gabriel, Chor)","Boulez, BBC Singers & Orchestra, soloists",10,,"Boulez, BBC Singers","Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1 (1993)","Die Jakobsleiter - 'Nahst du wieder dem Licht' (Gabriel, Chor)","Boulez, BBC Singers & Orchestra, soloists",Classical,10,,1993,"Die Jakobsleiter - 'Nahst du wieder dem Licht' (Gabriel, Chor)",yes
Schoenberg - Die Jakobsleiter (1993) [FLAC]/11 - Die Jakobsleiter - Grosses symphonisches Zwischenspiel.flac,Classical,,"Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1",Grosses symphonisches Zwischenspiel,"Boulez, BBC Singers & Orchestra, soloists",11,,"Boulez, BBC Singers","Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1 (1993)",Grosses symphonisches Zwischenspiel,"Boulez, BBC Singers & Orchestra, soloists",Classical,11,,1993,Grosses symphonisches Zwischenspiel,yes
"Schoenberg - Die Jakobsleiter (1993) [FLAC]/12 - Chamber Symphony No 1, Op 9.flac",Classical,,"Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1","Chamber Symphony No 1, Op 9","Boulez, BBC Singers & Orchestra, soloists",12,,"Boulez, BBC Singers","Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1 (1993)","Chamber Symphony No 1, Op 9","Boulez, BBC Singers & Orchestra, soloists",Classical,12,,1993,Chamber Symphony No 1,yes
"Schoenberg - Die Jakobsleiter (1993) [FLAC]/13 - Begleitmusik zu einer Lichtspielszene, Op 34.flac",Classical,,"Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1","Begleitmusik zu einer Lichtspielszene, Op 34","Boulez, BBC Singers & Orchestra, soloists",13,,"Boulez, BBC Singers","Schoenberg - Die Jakobsleiter, Kammersymphonie Nr. 1 (1993)","Begleitmusik zu einer Lichtspielszene, Op 34","Boulez, BBC Singers & Orchestra, soloists",Classical,13,,1993,Begleitmusik zu einer Lichtspielszene,yes
"Schubert - Liszt - Piano Sonata, Lieder, Mephisto Waltz - Evgeny Kissin/01 Molto moderato.ape",Classical,,Schubert & Liszt,Franz Schubert: Sonata D.960: 1. Molto moderato,Evgeny Kissin,1,,Evgeny Kissin,Schubert & Liszt (2004),Franz Schubert: Sonata D.960: 1. Molto moderato,Evgeny Kissin,Classical,1,,2004,Franz Schubert - Sonata,yes
"Schubert - Liszt - Piano Sonata, Lieder, Mephisto Waltz - Evgeny Kissin/02 Andante sostenuto.ape",Classical,,Schubert & Liszt,Franz Schubert: Sonata D.960: 2. Andante sostenuto,Evgeny Kissin,2,,Evgeny Kissin,Schubert & Liszt (2004),Franz Schubert: Sonata D.960: 2. Andante sostenuto,Evgeny Kissin,Classical,2,,2004,Franz Schubert - Sonata,yes
"Schubert - Liszt - Piano Sonata, Lieder, Mephisto Waltz - Evgeny Kissin/03 Scherzo. Allegro vivace.ape",Classical,,Schubert & Liszt,Franz Schubert: Sonata D.960: 3. Scherzo: Allegro vivace con delicatezza,Evgeny Kissin,3,,Evgeny Kissin,Schubert & Liszt (2004),Franz Schubert: Sonata D.960: 3. Scherzo: Allegro vivace con delicatezza,Evgeny Kissin,Classical,3,,2004,Franz Schubert - Sonata,yes
"Schubert - Liszt - Piano Sonata, Lieder, Mephisto Waltz - Evgeny Kissin/04 Allegro ma non troppo.ape",Classical,,Schubert & Liszt,"Franz Schubert: Sonata D.960: 4. Allegro, ma non troppo",Evgeny Kissin,4,,Evgeny Kissin,Schubert & Liszt (2004),"Franz Schubert: Sonata D.960: 4. Allegro, ma non troppo",Evgeny Kissin,Classical,4,,2004,Franz Schubert - Sonata,yes
"Schubert - Liszt - Piano Sonata, Lieder, Mephisto Waltz - Evgeny Kissin/05 Standchen, S560 No. 7.ape",Classical,,Schubert & Liszt,"Schubert Liszt: Standchen, S560 No.7",Evgeny Kissin,5,,Evgeny Kissin,Schubert & Liszt (2004),"Schubert Liszt: Standchen, S560 No.7",Evgeny Kissin,Classical,5,,2004,"Standchen, S560 No.7",yes
"Schubert - Liszt - Piano Sonata, Lieder, Mephisto Waltz - Evgeny Kissin/06 «Das Wandern», S565 No. 1.ape",Classical,,Schubert & Liszt,"Schubert Liszt: Das Wandern, D565 No.1",Evgeny Kissin,6,,Evgeny Kissin,Schubert & Liszt (2004),"Schubert Liszt: Das Wandern, D565 No.1",Evgeny Kissin,Classical,6,,2004,Das Wandern,yes
"Schubert - Liszt - Piano Sonata, Lieder, Mephisto Waltz - Evgeny Kissin/07 «Wohin», S565 No .5.ape",Classical,,Schubert & Liszt,Schubert Liszt: Wohin? S565 No.5,Evgeny Kissin,7,,Evgeny Kissin,Schubert & Liszt (2004),Schubert Liszt: Wohin? S565 No.5,Evgeny Kissin,Classical,7,,2004,Wohin? S565 No.5,yes
"Schubert - Liszt - Piano Sonata, Lieder, Mephisto Waltz - Evgeny Kissin/08 «Aufenthalt», S560 No. 3.ape",Classical,,Schubert & Liszt,"Schubert Liszt: Aufenthalt, S560 No.3",Evgeny Kissin,8,,Evgeny Kissin,Schubert & Liszt (2004),"Schubert Liszt: Aufenthalt, S560 No.3",Evgeny Kissin,Classical,8,,2004,"Aufenthalt, S560 No.3",yes
"Schubert - Liszt - Piano Sonata, Lieder, Mephisto Waltz - Evgeny Kissin/09 Mephisto Waltz No. 1, S514.ape",Classical,,Schubert & Liszt,"Franz Liszt: Mephisto Waltz No.1, S514",Evgeny Kissin,9,,Evgeny Kissin,Schubert & Liszt (2004),"Franz Liszt: Mephisto Waltz No.1, S514",Evgeny Kissin,Classical,9,,2004,"Mephisto Waltz No.1, S514",yes
Schubert Piano Fantasy D760 Wanderer Richter PCM/01 Allegro Con Fuoco Ma Non Troppo.aif,Classical,,Schubert Piano Fantasy D760 Wanderer Richter PCM,Allegro Con Fuoco Ma Non Troppo,Sviatoslav Richter,1,,Schubert,Allegro Con Fuoco Ma Non Troppo D.760 - Sviatoslav Richter (1963),Allegro Con Fuoco Ma Non Troppo,Sviatoslav Richter,Classical,1,,1963,Allegro Con Fuoco Ma Non Troppo,yes
Schubert Piano Fantasy D760 Wanderer Richter PCM/02 Adagio.aif,Classical,,Schubert Piano Fantasy D760 Wanderer Richter PCM,Adagio,Sviatoslav Richter,2,,Schubert,Allegro Con Fuoco Ma Non Troppo D.760 - Sviatoslav Richter (1963),Adagio,Sviatoslav Richter,Classical,2,,1963,Allegro Con Fuoco Ma Non Troppo,yes
Schubert Piano Fantasy D760 Wanderer Richter PCM/03 Presto.aif,Classical,,Schubert Piano Fantasy D760 Wanderer Richter PCM,Presto,Sviatoslav Richter,3,,Schubert,Allegro Con Fuoco Ma Non Troppo D.760 - Sviatoslav Richter (1963),Presto,Sviatoslav Richter,Classical,3,,1963,Allegro Con Fuoco Ma Non Troppo,yes
Schubert Piano Fantasy D760 Wanderer Richter PCM/04 Allegro.aif,Classical,,Schubert Piano Fantasy D760 Wanderer Richter PCM,Allegro,Sviatoslav Richter,4,,Schubert,Allegro Con Fuoco Ma Non Troppo D.760 - Sviatoslav Richter (1963),Allegro,Sviatoslav Richter,Classical,4,,1963,Allegro Con Fuoco Ma Non Troppo,yes
Schubert Piano Sonata D958 Richter PCM/01 Allegro.aif,Classical,,Schubert Piano Sonata D958 Richter PCM,Allegro,Sviatoslav Richter,1,1,Schubert,Schubert Piano Sonata D.958 - Sviatoslav Richter (1972),Allegro,Sviatoslav Richter,Classical,1,1,1972,Schubert Piano Sonata,yes
Schubert Piano Sonata D958 Richter PCM/02 Adagio.aif,Classical,,Schubert Piano Sonata D958 Richter PCM,Adagio,Sviatoslav Richter,2,1,Schubert,Schubert Piano Sonata D.958 - Sviatoslav Richter (1972),Adagio,Sviatoslav Richter,Classical,2,1,1972,Schubert Piano Sonata,yes
Schubert Piano Sonata D958 Richter PCM/03 Menuetto. Allego.aif,Classical,,Schubert Piano Sonata D958 Richter PCM,Menuetto. Allego,Sviatoslav Richter,3,1,Schubert,Schubert Piano Sonata D.958 - Sviatoslav Richter (1972),Menuetto. Allego,Sviatoslav Richter,Classical,3,1,1972,Schubert Piano Sonata,yes
Schubert Piano Sonata D958 Richter PCM/04 Allegro.aif,Classical,,Schubert Piano Sonata D958 Richter PCM,Allegro,Sviatoslav Richter,4,1,Schubert,Schubert Piano Sonata D.958 - Sviatoslav Richter (1972),Allegro,Sviatoslav Richter,Classical,4,1,1972,Schubert Piano Sonata,yes
Schubert Piano Sonata D960 Richter PCM/01 Molto moderato.aif,Classical,,Schubert Piano Sonata D960 Richter PCM,Molto moderato,Sviatoslav Richter,1,1,Schubert,Molto moderato D.960 - Sviatoslav Richter (1972),Molto moderato,Sviatoslav Richter,Classical,1,1,1972,Molto moderato,yes
Schubert Piano Sonata D960 Richter PCM/02 Andante sostenuto.aif,Classical,,Schubert Piano Sonata D960 Richter PCM,Andante sostenuto,Sviatoslav Richter,2,1,Schubert,Molto moderato D.960 - Sviatoslav Richter (1972),Andante sostenuto,Sviatoslav Richter,Classical,2,1,1972,Molto moderato,yes
Schubert Piano Sonata D960 Richter PCM/03 Scherzo. Allegro vivace con delicatezza.aif,Classical,,Schubert Piano Sonata D960 Richter PCM,Scherzo. Allegro vivace con delicatezza,Sviatoslav Richter,3,1,Schubert,Molto moderato D.960 - Sviatoslav Richter (1972),Scherzo. Allegro vivace con delicatezza,Sviatoslav Richter,Classical,3,1,1972,Molto moderato,yes
